,Original,Summary
13198,WIB belanja min 20 rb gratis ongkir thl 912 hilangkan,WIB belanja min 20 rb gratis ongkir thl 912 hilangkan
13199,bagus bgt,bagus bgt
13200,Udah top up emoney ya  Karna udah sebulan ga,Karna udah sebulan ga
13201,,
13202,Taikkkk aplikasi konyollllllllll gabisa COD jancokkkkkkkkkk,Taikkkk aplikasi konyollllllllll gabisa COD jancokkkkkkkkkk
13203,Tokopedia  kali bikin fitur ngasih rating jasa pengantarkurir  fitur lumayan kepake sih ngasih kritik jasa sih  anter  anterin gitu ,Tokopedia  kali bikin fitur ngasih rating jasa pengantarkurir  fitur lumayan kepake sih ngasih kritik jasa sih  anter  anterin gitu 
13204,Bagus suka belanja online,Bagus suka belanja online
13205,hasif aditya,hasif aditya
13206,kecewa banget belanja pengguna dibatalin tokpednya  bayar pake ATM duitnya ga dibalikin kecewa bgt,kecewa banget belanja pengguna dibatalin tokpednya  bayar pake ATM duitnya ga dibalikin kecewa bgt
13207,mudah simple menyenangkan,mudah simple menyenangkan
13208,mantap voucher potongan,mantap voucher potongan
13209,coba semoga cocok,coba semoga cocok
13210,Terimakasih,Terimakasih
13211,,
13212,,
13213,rumit gak pilihan bayat langsung,rumit gak pilihan bayat langsung
13214,diskon dikit,diskon dikit
13215,oke,oke
13216,mantap,mantap
13217,Mantap,Mantap
13218,Jo_sssss,Jo_sssss
13219,Ok,Ok
13220,tingkat mutu saring toko2 yg merugikan konsumen ,tingkat mutu saring toko2 yg merugikan konsumen 
13221,membantu,membantu
13222,bagus apk,bagus apk
13223,Download fitur gagal  payah,Download fitur gagal  payah
13224,Susah pilih metode pembayaran GAGAL MALES,Susah pilih metode pembayaran GAGAL MALES
13225,MANTAP POKONYAPUAS,MANTAP POKONYAPUAS
13226,keterangan promonya gratis ongkir  pas cek out ongkirnya muncul ,keterangan promonya gratis ongkir  pas cek out ongkirnya muncul 
13227,Mantap bener,Mantap bener
13228,verry good,verry good
13229,Kecewa ciptakan nya kurir rekomendasi  penggunaan potongan ongkir  barang oper2  mengalami barang hilang pengiriman  pembelian  barang oper2  ga status nya ,Kecewa ciptakan nya kurir rekomendasi  penggunaan potongan ongkir  barang oper2  mengalami barang hilang pengiriman  pembelian  barang oper2  ga status nya 
13230,3 bulàn kupon gak klaim   APLIKASI PILIH KASIH  pemanis  menarik perhatian pengguna ,3 bulàn kupon gak klaim   APLIKASI PILIH KASIH  pemanis  menarik perhatian pengguna 
13231,Kupon cashback 90  nya pajangan aja  gak klaim ,Kupon cashback 90  nya pajangan aja  gak klaim 
13232,membantu mudah,membantu mudah
13233,ok pokoknya  terima kasih memudahkan,terima kasih memudahkan
13234,suka bgt tokped  metode pembayaran pilihan,suka bgt tokped  metode pembayaran pilihan
13235,Terimakasih tokopediaaa  Potongan harganya mantap gilaa  pengguna baruuu,Terimakasih tokopediaaa  Potongan harganya mantap gilaa  pengguna baruuu
13236,,
13237,Baguussss  ,Baguussss  
13238,ok,ok
13239,kereeen,kereeen
13240,Voucher ongkir gak,Voucher ongkir gak
13241,ok banget,ok banget
13242,cuakep,cuakep
13243,Mantap bs order gampang,Mantap bs order gampang
13244,gimana si  aja download udh gak milih metode pembayaran kecewa ,gimana si  aja download udh gak milih metode pembayaran kecewa 
13245,Ampun belanja Tokopedia  pengiriman nya 20 barang gk dtng  gimana  Keterangan terkirim kota A kota A daerah makan 8 jam sampe 20 gak sampe2,Keterangan terkirim kota A kota A daerah makan 8 jam sampe 20 gak sampe2
13246,dibatalin mulu  aneh,dibatalin mulu  aneh
13247,suka banget  promox  tdk bs COD,tdk bs COD
13248,Good,Good
13249,respon transaksi bermasalah lambat banget gak memahami  Saran user  mengalami kendala pusat resolusi  terima solusi uang benarbenar penggantian layak,Saran user  mengalami kendala pusat resolusi  terima solusi uang benarbenar penggantian layak
13250,Pengembalian Dana Sesuai Harga Membeli Produk  TOKOMAFIA TOKOPEDIA SIH  MERUGIHKAN  TOKOEDIA PEMBELIAN COD BATASIN  ALASANNYA  BELI NON COD RETURE BARANG  PEMOTONGAN BIAYA  HUALAHHH GINI YAA  BNYAK MALINGNYA YAH TOKOMAFIA ,BELI NON COD RETURE BARANG  PEMOTONGAN BIAYA  HUALAHHH GINI YAA  BNYAK MALINGNYA YAH TOKOMAFIA 
13251,Barang retur video unboxing yg  kali pake Tokopedia  pindah aja Shopee ,kali pake Tokopedia  pindah aja Shopee 
13252,يحتاج البيروقراطيون إلى توفير المال وذاكرة جيدة,يحتاج البيروقراطيون إلى توفير المال وذاكرة جيدة
13253,Iya karna belanja bayar,Iya karna belanja bayar
13254,Tolong min ga metode pembayaran credit ganti min bri ceria kalo kaya toko sebelah min munkin pakenama tokopedia pay pedia pay 1 bintang karna respon kalo 5 bintang entar kalo udah metode pembayaran,Tolong min ga metode pembayaran credit ganti min bri ceria kalo kaya toko sebelah min munkin pakenama tokopedia pay pedia pay 1 bintang karna respon kalo 5 bintang entar kalo udah metode pembayaran
13255,kerennn,kerennn
13256,belanja online sih ga bikin kecewa pencarian Samapi pembayaran kaga ribet ,belanja online sih ga bikin kecewa pencarian Samapi pembayaran kaga ribet 
13257,terpercaya,terpercaya
13258,Ok,Ok
13259,belanja mudah murah,belanja mudah murah
13260,mantap,mantap
13261,ok,ok
13262,bagus banget,bagus banget
13263,tergiur diskontraktiran pengguna  pakai   tipuan marketing   ,pakai  
13264,mamtap,mamtap
13265,keren,keren
13266,Kupon dipakai CS merespon  1 jam menunggu terjawab  terselesaikan ,Kupon dipakai CS merespon  1 jam menunggu terjawab  terselesaikan 
13267,,
13268,Aplikasinya kesini lemot  biarkan bintang berbicara ,Aplikasinya kesini lemot  biarkan bintang berbicara 
13269,Pelayan cs tokoped  penyelesain bad terbuang  hasil ga  pelayanan cs ampas,Pelayan cs tokoped  penyelesain bad terbuang  hasil ga  pelayanan cs ampas
13270,membantu,membantu
13271,biaya admin tokpednya mahal bangett  gk semahal   untung buntung donk ,biaya admin tokpednya mahal bangett  gk semahal   untung buntung donk 
13272,Aplikasi Tokped performanya  simpel cepat loadingnya dibanding mp sebelah ,Aplikasi Tokped performanya  simpel cepat loadingnya dibanding mp sebelah 
13273,Aplikasi error nya  transfer saldo tokopedia keterangan gangguan sinyal bagus ,Aplikasi error nya  transfer saldo tokopedia keterangan gangguan sinyal bagus 
13274,Auto uninstal  bikin mumet,Auto uninstal  bikin mumet
13275,ok,ok
13276,mantap,mantap
13277,mantap,mantap
13278,ok,ok
13279,Sy suka beli Toped tp sy beli bj tdr anak kado cucu Ultah 7  sy byr pk paylater Toped 3x byr penjual batalke   Kezel skl   Sy marah  penjual cm blng maaf   Tolong tatar penjual mengecewakan pembeli skl  sy jd malas skl ,Tolong tatar penjual mengecewakan pembeli skl  sy jd malas skl 
13280,Live tracking ga   kerjasama dgn Google nya kacau,Live tracking ga   kerjasama dgn Google nya kacau
13281,mudah,mudah
13282,terbaik,terbaik
13283,Okelah ,Okelah 
13284,Update tokopedia berat hp yg sy   sy membuka gopay menu tokopedia,Update tokopedia berat hp yg sy   sy membuka gopay menu tokopedia
13285,ga COD sih  COD kota kota  provinsi kota COD,ga COD sih  COD kota kota  provinsi kota COD
13286,Semenjak gabung gojek  ribet tokped,Semenjak gabung gojek  ribet tokped
13287,Berguna banget kalo jajan keperluan sehari  makasih Tokopedia ,Berguna banget kalo jajan keperluan sehari  makasih Tokopedia 
13288,ga pengiriman nya,ga pengiriman nya
13289,matap,matap
13290,No hp customer disamarkan biar barang dibeli dikembalikan toko akibat no hp dihubungi ,No hp customer disamarkan biar barang dibeli dikembalikan toko akibat no hp dihubungi 
13291,ok mantap,ok mantap
13292,Ok bagus,Ok bagus
13293,update,update
13294,bagus,bagus
13295,ga promo pengguna ,ga promo pengguna 
13296,Kurir lu buta map,Kurir lu buta map
13297,Ok,Ok
13298,Bagus,Bagus
13299,promo,promo
13300,good,good
13301,Membantu Gajian dh tu aja,Membantu Gajian dh tu aja
13302,Bagus,Bagus
13303,bertransaksi Tokopedia terpercaya pembayaran pakai dompet digital OVO Gopay  pokok e mantap trims,bertransaksi Tokopedia terpercaya pembayaran pakai dompet digital OVO Gopay  pokok e mantap trims
13304,PAKAI ASURANSI TOPED BENER2 BURUK    ,
13305,Kesulitan mencari produk heets berbau tembakau  verifikasi ktp  menandakan kalo berhak mencari produk  alasan andorid  mencari produk  pengembang membedakan user dibawah umur ,menandakan kalo berhak mencari produk 
13306,komplain status transaksi pengiriman gabisa milih transaksinya  ANEH    penjualan jdi pending yg udh sampe status ga update udah 4,komplain status transaksi pengiriman gabisa milih transaksinya  ANEH    penjualan jdi pending yg udh sampe status ga update udah 4
13307,sih orang belanja maen batalin aja kena pelanggaran namanya orang ngontrak tmpatnya dempet²n tau klo diskon pengguna ya samping kontrakan  ya alamatnya beda hp beda orang beda keluarga  jd males blnja ,sih orang belanja maen batalin aja kena pelanggaran namanya orang ngontrak tmpatnya dempet²n tau klo diskon pengguna ya samping kontrakan  ya alamatnya beda hp beda orang beda keluarga  jd males blnja 
13308,tokpet rumit toko orens Comunikasi cz sangat² rumit berbelit  Penyelesaian bertele tele  toko oren ribet trnyata ribet berbelit tokped  langsung dipaksa menyedekahkan uang belanjaannya suka rela ,toko oren ribet trnyata ribet berbelit tokped 
13309,Min bayar pake dana ,Min bayar pake dana 
13310,nyoba  kalo bagus tmbahin bintang nyaaa yaaa,nyoba  kalo bagus tmbahin bintang nyaaa yaaa
13311,ekspedisi nya lelet bagat GK kyk dl LG  LG SiC   a  skrg lelet ampun dahhh    kl aplikasi nya ud lumayan oke membantu xi ,ekspedisi nya lelet bagat GK kyk dl LG  LG SiC   a  skrg lelet ampun dahhh    kl aplikasi nya ud lumayan oke membantu xi 
13312,ok,ok
13313,mudah ribet  ok pokonya,mudah ribet  ok pokonya
13314,aneh sistem toped ,aneh sistem toped 
13315,Aplikasinya bagus  tolong ekspedinya gak secepat toko sebelah  tolong ditingkatkan  ekspedisi sicepat lelet banget sumpah ,Aplikasinya bagus  tolong ekspedinya gak secepat toko sebelah  tolong ditingkatkan  ekspedisi sicepat lelet banget sumpah 
13316,Tdk klaim garansi ongkir  Ilang 8rb x2  16rb  voucher gprnh bs dipakai diklaim,Ilang 8rb x2  16rb 
13317,berguna  thx,berguna  thx
13318,Not bad lahh,Not bad lahh
13319,brg yg beli tp sesuai pesanan ,brg yg beli tp sesuai pesanan 
13320,fitur penilaian ekspedisi  2 kali pengiriman barang melewati batas pengiriman,2 kali pengiriman barang melewati batas pengiriman
13321,Paket lambat d kirim ,Paket lambat d kirim 
13322,Good,Good
13323,Aplikasi gajelas,Aplikasi gajelas
13324,belanja tokped pengiriman lamakerjasama ekspedisi buruk  anteraja sicepatmestinya ganti nama tungguaja n silambatpihak tokped jg mempermasalahkan kendala konsumen n seller ,belanja tokped pengiriman lamakerjasama ekspedisi buruk  anteraja sicepatmestinya ganti nama tungguaja n silambatpihak tokped jg mempermasalahkan kendala konsumen n seller 
13325,mudah hemat,mudah hemat
13326,promonya  mantap ,promonya  mantap 
13327,senang belanja,senang belanja
13328,Layanan bagus keluhan,Layanan bagus keluhan
13329,kasih 4 bintang   app nya bagus hang kesini ongkir nya mahap,kasih 4 bintang   app nya bagus hang kesini ongkir nya mahap
13330,Paket salah alamat akibat nomor telepon disamarkan,Paket salah alamat akibat nomor telepon disamarkan
13331,gak danta nih tokped  penjualan selesai  saldo kena riviw Mulu   butuh uangnya modal  tolong mempersulit ,gak danta nih tokped  penjualan selesai  saldo kena riviw Mulu   butuh uangnya modal  tolong mempersulit 
13332,ok,ok
13333,good,good
13334,Udah 5 pesan paketnya stug gerai dekattempat pengirim,Udah 5 pesan paketnya stug gerai dekattempat pengirim
13335,ya aplikasi penipu duit gue ilang aplikasi download aplikasi gk,ya aplikasi penipu duit gue ilang aplikasi download aplikasi gk
13336,banget kurirnya lelet,banget kurirnya lelet
13337,Potongan admin penjualan kalo ditotal 85  membantu merampok laba sellernya,Potongan admin penjualan kalo ditotal 85  membantu merampok laba sellernya
13338,mudah praktis,mudah praktis
13339,Anteraja jogja ga doyan duit kali  ngirim brg ga d terima  pdhl d kota ln pd bs dgn alamat toko d jkrta pgrman kota ln  Sprti tangerang  bogor  bandung  cilacap  tegal  banyumas  semarang  surabaya ,Sprti tangerang  bogor  bandung  cilacap  tegal  banyumas  semarang  surabaya 
13340,Pedia ok plyannya mntap,Pedia ok plyannya mntap
13341,payment dikenakan biaya aplikasi yg mahal,payment dikenakan biaya aplikasi yg mahal
13342,harga nya murah ,harga nya murah 
13343,Penanganan kendalanya lambat suruh nunggu jelek deh tokped,Penanganan kendalanya lambat suruh nunggu jelek deh tokped
13344,lapak langganan belanja online kapok Ama expedisinya,lapak langganan belanja online kapok Ama expedisinya
13345,pinjaman tarik bunga mahal aplikasi sebelah,pinjaman tarik bunga mahal aplikasi sebelah
13346,Voucher kupon Cash back belanja minim jarang   sayangkan berminat belanja,Voucher kupon Cash back belanja minim jarang   sayangkan berminat belanja
13347,gak ni aplikasi  contact center nya gak solutif responsif ,gak ni aplikasi  contact center nya gak solutif responsif 
13348,nice apps for online shopping ,nice apps for online shopping 
13349,W pake voucher batalin otomatis abis voucher nya hangus,W pake voucher batalin otomatis abis voucher nya hangus
13350,mantap,mantap
13351,gilaa bangett,gilaa bangett
13352,Min tambahin gopay penarikan saldo Tokopedia gak rekening bank  Terimakasih nya,Min tambahin gopay penarikan saldo Tokopedia gak rekening bank  Terimakasih nya
13353,Pengiriman lambat,Pengiriman lambat
13354,tolong perbanyak barang barangy,tolong perbanyak barang barangy
13355,good aplikasinya shopping,good aplikasinya shopping
13356,membantu blm gajian,membantu blm gajian
13357,very good menarik programnya,very good menarik programnya
13358,oke bngt,oke bngt
13359,Tolong min Adain gopay coin biar pengguna dapet gopay coin butuh gopay coin nih ,Tolong min Adain gopay coin biar pengguna dapet gopay coin butuh gopay coin nih 
13360,Apk yg ga solusi nya,Apk yg ga solusi nya
13361,JELEK BGT  BATALIN PESANAN PDHL UDH DIBAYAR GABISA DIKEMBALIKAN MELANGGAR PROMO  PDHL EMG DR NYA YA  BENCI BGT SM TOKOPEDIA ,JELEK BGT  BATALIN PESANAN PDHL UDH DIBAYAR GABISA DIKEMBALIKAN MELANGGAR PROMO  PDHL EMG DR NYA YA  BENCI BGT SM TOKOPEDIA 
13362,Wih  belanja ade aja benefitnye  ,
13363,membantu butuhkan,membantu butuhkan
13364,Apk belanja terbaik  fitur CSnya  Memudahkan utk konsumen complain barang cooperative admin CSnya  Penjualnya jujur²  Tokped Karya anak bangsa terbaik ,Penjualnya jujur² 
13365,bagus sangatvbermanfaat,bagus sangatvbermanfaat
13366,oke  transaksi cepat,oke  transaksi cepat
13367,,
13368,Ajukan return barang gk solusi main lepas aja saldo penjual  tokopedia gk jelass,Ajukan return barang gk solusi main lepas aja saldo penjual  tokopedia gk jelass
13369,ok,ok
13370,mantap,mantap
13371,gk suka bgt klo udah pesan trs dibayar eh tiba² dibatalkan sistem  udah berkali² loh kaya gtu ngeselin  udah gtu harganya mahal² bgt,gk suka bgt klo udah pesan trs dibayar eh tiba² dibatalkan sistem  udah berkali² loh kaya gtu ngeselin  udah gtu harganya mahal² bgt
13372,Aplikasi engga  pengen ubah nama produk yg salah  gbisa aneh2 Ribet asli dah,Aplikasi engga  pengen ubah nama produk yg salah  gbisa aneh2 Ribet asli dah
13373,Ngehe muahal gratis ongkir nya nanggung kalo berat  diskonnya gak cashback nyapun gak,Ngehe muahal gratis ongkir nya nanggung kalo berat  diskonnya gak cashback nyapun gak
13374,oke terimakasih toko pedia membantu kebutuhan yg barang original  transaksi pembayaran maju tokopedia  aplikasi online yg exelent banget,oke terimakasih toko pedia membantu kebutuhan yg barang original  transaksi pembayaran maju tokopedia  aplikasi online yg exelent banget
13375,Hebat sempurna,Hebat sempurna
13376,Mohon maaf kurangi bintanya 2 versi berat smartphone  perbandingkan aplikasi market place berjalan  Kendala alami lag hang mengganggu berbelanja  Note  Kualitas foto aplikasi terendah ,Kendala alami lag hang mengganggu berbelanja 
13377,fitur tukar indonesia indomaret  error ,fitur tukar indonesia indomaret  error 
13378,Pengalaman lengkap,Pengalaman lengkap
13379,pakistan,pakistan
13380,Mudahkan instalnya ,Mudahkan instalnya 
13381,Mantapp,Mantapp
13382,penyelesaian bertele tele  cs omongannya bedabeda  bener prosedurnya  males gw belanja lg  gw dah hapus akun  cari ecommerce aja  ato klo ecommerce aja menyelesaikan permasalahan mending gw gak belanja online lg ,penyelesaian bertele tele  cs omongannya bedabeda  bener prosedurnya  males gw belanja lg  gw dah hapus akun  cari ecommerce aja  ato klo ecommerce aja menyelesaikan permasalahan mending gw gak belanja online lg 
13383,Mohon perbaiki lg sya mw isi alamat tertulis kode poss isi sya mencari kode poss ketemu mengisi alamat ,Mohon perbaiki lg sya mw isi alamat tertulis kode poss isi sya mencari kode poss ketemu mengisi alamat 
13384,ok,ok
13385,Gila lo Hp cma 1 Nomor hp cma 1 Malh bilang nomor dh dipakai,Gila lo Hp cma 1 Nomor hp cma 1 Malh bilang nomor dh dipakai
13386,tokped pengirimannya  lacak status gak berubah kemaren ,tokped pengirimannya  lacak status gak berubah kemaren 
13387,Tokped menjamin keamanan bertransaksi ya  order barang dikirim same day  tanggal order 3 tanggal barang  driver komunikasi barang ready pickup  komplain penjual via aplikasi barang gudang versi driver pickup barang ready cancel  komplain tp sediakan media diskusi  tokopedia yg muncul tiket komplain  ,order barang dikirim same day 
13388,App update berat  Hp blank  gk sentuh²  app sebelah  Sebelab lag aja berat  ngeri ,Sebelab lag aja berat 
13389,nice,nice
13390,permudah menu nya,permudah menu nya
13391,proses cepat,proses cepat
13392,Tolong kerjasama ekspedisi gak AnterAja  paket berhari    merugikan konsumen  Terima kasih ,Terima kasih 
13393,ganguan rumah tokped lag nga  klaim bonus chat tokopediacare nga aneh nih aplikasi,ganguan rumah tokped lag nga  klaim bonus chat tokopediacare nga aneh nih aplikasi
13394,Iya oke pelayanannya memuaskan,Iya oke pelayanannya memuaskan
13395,Tolong shakeshake dihilangkan  buka tokped hp gerak dikit muncul shakeshake mulu coi,Tolong shakeshake dihilangkan  buka tokped hp gerak dikit muncul shakeshake mulu coi
13396,Harga nya mahal dr toko sebelah ongkir nya,Harga nya mahal dr toko sebelah ongkir nya
13397,bagus,bagus
13398,mantap,mantap
13399,pilihan toko  kurir ,pilihan toko  kurir 
13400,mudah2an pelayananya bagus,mudah2an pelayananya bagus
13401,promo pengguna oke  tdk toko ,promo pengguna oke  tdk toko 
13402,Mantap men,Mantap men
13403,mantap,mantap
13404,Aplikasi nya unduh mendownlod aplikasi terdownlod mohon perbaiki ,Aplikasi nya unduh mendownlod aplikasi terdownlod mohon perbaiki 
13405,Pengiriman nya lambatpadahal nya ngak begitutokopedia semoga lancar sukses,Pengiriman nya lambatpadahal nya ngak begitutokopedia semoga lancar sukses
